lg,label,rep,depth,origin,excess,rest,cnt,day,seq_name
4670.0,1023-700,35.0,1,new,2m0,,29,18,7m
4350.0,1023-749,33.0,1,new,2m5,,30,18,7m
3065.0,1023-913,23.0,1,new,3m5,,31,18,7m
4220.0,1023-408,32.0,1,new,2m5,,32,18,7m
4155.0,1023-644,31.0,1,new,2m5,,33,18,7m
4070.0,1023-825,30.0,1,new,2m5,,34,18,7m
3770.0,1023-979,29.0,1,new,3m0,,35,18,7m
3745.0,1023-330,28.0,1,new,3m0,,36,18,7m
3640.0,1023-641,27.0,1,new,3m0,,37,18,7m
5575.0,1023-600,37.0,1,new,waste,1425.0,38,18,7m
5575.0,1023-600,38.0,1,new,waste,1425.0,39,18,7m
5575.0,1023-600,39.0,1,new,waste,1425.0,40,18,7m
5575.0,1023-600,40.0,1,new,waste,1425.0,41,18,7m
5575.0,1023-600,41.0,1,new,waste,1425.0,42,18,7m
5285.0,1023-768,36.0,1,new,waste,715.0,1,18,6m
5575.0,1023-600,37.0,1,new,waste,425.0,2,18,6m
5575.0,1023-600,38.0,1,new,waste,425.0,3,18,6m
5575.0,1023-600,39.0,1,new,waste,425.0,4,18,6m
5575.0,1023-600,40.0,1,new,waste,425.0,5,18,6m
5575.0,1023-600,41.0,1,new,waste,425.0,6,18,6m
1145.0,1023-916,0.0,1,1m5,waste,250.0,7,18,6m
2080.0,1023-273,12.0,1,2m5,waste,250.0,8,18,6m
2265.0,1023-377,13.0,1,2m5,waste,250.0,9,18,6m
1245.0,1023-830,1.0,1,1m5,waste,250.0,10,18,6m
1510.0,1023-756,2.0,1,2m0,waste,250.0,11,18,6m
1645.0,1023-953,3.0,1,2m0,waste,250.0,12,18,6m
1830.0,1023-800,5.0,1,2m0,waste,250.0,13,18,6m
1720.0,1023-211,4.0,1,2m0,waste,250.0,14,18,6m
1935.0,1023-742,7.0,1,2m0,waste,250.0,15,18,6m
1970.0,1023-928,8.0,1,2m0,waste,250.0,16,18,6m
1985.0,1023-824,9.0,1,2m0,waste,250.0,17,18,6m
1985.0,1023-824,10.0,1,2m0,waste,250.0,18,18,6m
1990.0,1023-338,11.0,1,2m0,waste,250.0,19,18,6m
1875.0,1023-562,6.0,1,2m0,waste,250.0,20,18,6m
2920.0,1023-507,16.0,2,new,,,21,18,6m
3070.0,1023-946,24.0,2,,waste,10.0,21,18,6m
2920.0,1023-507,17.0,2,new,,,22,18,6m
3065.0,1023-913,23.0,2,,waste,15.0,22,18,6m
2985.0,1023-539,20.0,2,new,,,23,18,6m
2995.0,1023-472,21.0,2,,waste,20.0,23,18,6m
2875.0,1023-479,15.0,2,new,,,24,18,6m
3055.0,1023-893,22.0,2,,waste,70.0,24,18,6m
2630.0,1023-843,14.0,1,new,3m0,,25,18,6m
2945.0,1023-286,18.0,1,new,3m0,,26,18,6m
2945.0,1023-286,19.0,1,new,3m0,,27,18,6m
3145.0,1023-616,25.0,1,new,2m5,,28,18,6m
3395.0,1023-235,26.0,1,new,2m5,,29,18,6m
3640.0,1023-641,27.0,1,new,2m0,,30,18,6m
3745.0,1023-330,28.0,1,new,2m0,,31,18,6m
3770.0,1023-979,29.0,1,new,2m0,,32,18,6m
4070.0,1023-825,30.0,1,new,1m5,,33,18,6m
4155.0,1023-644,31.0,1,new,1m5,,34,18,6m
4220.0,1023-408,32.0,1,new,1m5,,35,18,6m
4350.0,1023-749,33.0,1,new,1m5,,36,18,6m
4430.0,1023-730,34.0,1,new,1m5,,37,18,6m
4670.0,1023-700,35.0,1,new,waste,1330.0,38,18,6m
5285.0,1023-768,36.0,1,new,waste,715.0,1,18,SS
5575.0,1023-600,37.0,1,new,waste,425.0,2,18,SS
5575.0,1023-600,38.0,1,new,waste,425.0,3,18,SS
5575.0,1023-600,39.0,1,new,waste,425.0,4,18,SS
5575.0,1023-600,40.0,1,new,waste,425.0,5,18,SS
5575.0,1023-600,41.0,1,new,waste,425.0,6,18,SS
1145.0,1023-916,0.0,1,1m25,waste,125.0,7,18,SS
3145.0,1023-616,25.0,1,3m25,waste,125.0,8,18,SS
3070.0,1023-946,24.0,1,3m25,waste,125.0,9,18,SS
3065.0,1023-913,23.0,1,3m25,waste,125.0,10,18,SS
3055.0,1023-893,22.0,1,3m25,waste,125.0,11,18,SS
2630.0,1023-843,14.0,1,2m75,waste,125.0,12,18,SS
1245.0,1023-830,1.0,1,1m25,waste,125.0,13,18,SS
1645.0,1023-953,3.0,1,1m75,waste,125.0,14,18,SS
1720.0,1023-211,4.0,1,1m75,waste,125.0,15,18,SS
1830.0,1023-800,5.0,1,2m0,waste,125.0,16,18,SS
1875.0,1023-562,6.0,1,2m0,waste,125.0,17,18,SS
1510.0,1023-756,2.0,1,1m75,waste,125.0,18,18,SS
1970.0,1023-928,8.0,1,2m0,waste,125.0,19,18,SS
1985.0,1023-824,9.0,1,2m0,waste,125.0,20,18,SS
1985.0,1023-824,10.0,1,2m0,waste,125.0,21,18,SS
1990.0,1023-338,11.0,1,2m0,waste,125.0,22,18,SS
2080.0,1023-273,12.0,1,2m25,waste,125.0,23,18,SS
1935.0,1023-742,7.0,1,2m0,waste,125.0,24,18,SS
2985.0,1023-539,20.0,2,new,,,25,18,SS
2995.0,1023-472,21.0,2,,waste,20.0,25,18,SS
2265.0,1023-377,13.0,2,new,,,26,18,SS
3640.0,1023-641,27.0,2,,waste,95.0,26,18,SS
2875.0,1023-479,15.0,1,new,3m0,,27,18,SS
2920.0,1023-507,16.0,1,new,3m0,,28,18,SS
2920.0,1023-507,17.0,1,new,3m0,,29,18,SS
2945.0,1023-286,18.0,1,new,3m0,,30,18,SS
2945.0,1023-286,19.0,1,new,3m0,,31,18,SS
3395.0,1023-235,26.0,1,new,2m5,,32,18,SS
3745.0,1023-330,28.0,1,new,2m25,,33,18,SS
3770.0,1023-979,29.0,1,new,2m0,,34,18,SS
4070.0,1023-825,30.0,1,new,1m75,,35,18,SS
4155.0,1023-644,31.0,1,new,1m75,,36,18,SS
4220.0,1023-408,32.0,1,new,1m75,,37,18,SS
4670.0,1023-700,35.0,1,new,1m25,,38,18,SS
4350.0,1023-749,33.0,1,new,split,,39,18,SS
1250.0,,,1,split,waste,400.0,39,18,SS
4430.0,1023-730,34.0,1,new,waste,1570.0,40,18,SS
1095.0,1023-531,0.0,1,1m5,waste,250.0,1,19,8m
3365.0,1023-959,23.0,1,3m5,waste,250.0,2,19,8m
2830.0,1023-466,16.0,1,3m0,waste,250.0,3,19,8m
2470.0,1023-635,13.0,1,2m5,waste,250.0,4,19,8m
2470.0,1023-635,12.0,1,2m5,waste,250.0,5,19,8m
1980.0,1023-266,10.0,1,2m0,waste,250.0,6,19,8m
2255.0,1023-329,11.0,1,2m5,waste,250.0,7,19,8m
1760.0,1023-298,6.0,1,2m0,waste,250.0,8,19,8m
1795.0,1023-230,7.0,1,2m0,waste,250.0,9,19,8m
1820.0,1023-542,8.0,1,2m0,waste,250.0,10,19,8m
1955.0,1023-785,9.0,1,2m0,waste,250.0,11,19,8m
1720.0,1023-590,5.0,1,2m0,waste,250.0,12,19,8m
1360.0,1023-360,4.0,3,new,,,13,19,8m
2725.0,1023-212,14.0,3,,,,13,19,8m
3910.0,1023-381,28.0,3,,waste,5.0,13,19,8m
1305.0,1023-636,1.0,3,new,,,14,19,8m
3155.0,1023-232,18.0,3,,,,14,19,8m
3530.0,1023-410,24.0,3,,waste,10.0,14,19,8m
3855.0,1023-798,27.0,2,new,,,15,19,8m
4130.0,1023-935,31.0,2,,waste,15.0,15,19,8m
2740.0,1023-227,15.0,2,new,,,16,19,8m
5225.0,1023-461,35.0,2,,waste,35.0,16,19,8m
3910.0,1023-381,29.0,2,new,,,17,19,8m
3910.0,1023-381,30.0,2,,waste,180.0,17,19,8m
3735.0,1023-836,25.0,2,new,,,18,19,8m
3750.0,1023-526,26.0,2,,waste,515.0,18,19,8m
1350.0,1023-294,3.0,3,new,,,19,19,8m
3195.0,1023-910,21.0,3,,,,19,19,8m
3340.0,1023-774,22.0,3,,waste,115.0,19,19,8m
1305.0,1023-239,2.0,3,new,,,20,19,8m
3155.0,1023-232,19.0,3,,,,20,19,8m
3165.0,1023-616,20.0,3,,waste,375.0,20,19,8m
4320.0,1023-547,32.0,1,new,3m5,,21,19,8m
4480.0,1023-255,33.0,1,new,3m5,,22,19,8m
5050.0,1023-555,34.0,1,new,2m5,,23,19,8m
5400.0,1023-545,36.0,1,new,2m5,,24,19,8m
5500.0,1023-385,37.0,1,new,2m5,,25,19,8m
5570.0,1023-679,38.0,1,new,2m0,,26,19,8m
3130.0,1023-902,17.0,1,new,split,,27,19,8m
3000.0,,,1,split,split,,27,19,8m
1500.0,,,1,split,waste,370.0,27,19,8m
1095.0,1023-531,0.0,1,1m5,waste,250.0,1,19,7m
3365.0,1023-959,23.0,1,3m5,waste,250.0,2,19,7m
3340.0,1023-774,22.0,1,3m5,waste,250.0,3,19,7m
2830.0,1023-466,16.0,1,3m0,waste,250.0,4,19,7m
2740.0,1023-227,15.0,1,3m0,waste,250.0,5,19,7m
2725.0,1023-212,14.0,1,3m0,waste,250.0,6,19,7m
2470.0,1023-635,13.0,1,2m5,waste,250.0,7,19,7m
2470.0,1023-635,12.0,1,2m5,waste,250.0,8,19,7m
1980.0,1023-266,10.0,1,2m0,waste,250.0,9,19,7m
2255.0,1023-329,11.0,1,2m5,waste,250.0,10,19,7m
1305.0,1023-636,1.0,1,1m5,waste,250.0,11,19,7m
1350.0,1023-294,3.0,1,1m5,waste,250.0,12,19,7m
1360.0,1023-360,4.0,1,1m5,waste,250.0,13,19,7m
1305.0,1023-239,2.0,1,1m5,waste,250.0,14,19,7m
1760.0,1023-298,6.0,1,2m0,waste,250.0,15,19,7m
3130.0,1023-902,17.0,2,new,,,16,19,7m
3855.0,1023-798,27.0,2,,waste,15.0,16,19,7m
1820.0,1023-542,8.0,3,new,,,17,19,7m
1955.0,1023-785,9.0,3,,,,17,19,7m
3195.0,1023-910,21.0,3,,waste,30.0,17,19,7m
1720.0,1023-590,5.0,2,new,,,18,19,7m
5225.0,1023-461,35.0,2,,waste,55.0,18,19,7m
3165.0,1023-616,20.0,2,new,,,19,19,7m
3750.0,1023-526,26.0,2,,waste,85.0,19,19,7m
1795.0,1023-230,7.0,2,new,,,20,19,7m
3530.0,1023-410,24.0,2,,1m5,,20,19,7m
3155.0,1023-232,19.0,1,new,3m5,,21,19,7m
5500.0,1023-385,37.0,1,new,1m5,,22,19,7m
3155.0,1023-232,18.0,1,new,3m5,,23,19,7m
5050.0,1023-555,34.0,1,new,1m5,,24,19,7m
4480.0,1023-255,33.0,1,new,2m5,,25,19,7m
4320.0,1023-547,32.0,1,new,2m5,,26,19,7m
4130.0,1023-935,31.0,1,new,2m5,,27,19,7m
3910.0,1023-381,30.0,1,new,3m0,,28,19,7m
3910.0,1023-381,29.0,1,new,3m0,,29,19,7m
3910.0,1023-381,28.0,1,new,3m0,,30,19,7m
3735.0,1023-836,25.0,1,new,3m0,,31,19,7m
5400.0,1023-545,36.0,1,new,1m5,,32,19,7m
5570.0,1023-679,38.0,1,new,waste,1430.0,33,19,7m
5050.0,1023-555,34.0,1,new,waste,950.0,1,19,6m
5225.0,1023-461,35.0,1,new,waste,775.0,2,19,6m
5400.0,1023-545,36.0,1,new,waste,600.0,3,19,6m
5500.0,1023-385,37.0,1,new,waste,500.0,4,19,6m
5570.0,1023-679,38.0,1,new,waste,430.0,5,19,6m
1095.0,1023-531,0.0,1,1m5,waste,250.0,6,19,6m
2830.0,1023-466,16.0,1,3m0,waste,250.0,7,19,6m
2740.0,1023-227,15.0,1,3m0,waste,250.0,8,19,6m
2725.0,1023-212,14.0,1,3m0,waste,250.0,9,19,6m
2470.0,1023-635,13.0,1,2m5,waste,250.0,10,19,6m
2470.0,1023-635,12.0,1,2m5,waste,250.0,11,19,6m
1980.0,1023-266,10.0,1,2m0,waste,250.0,12,19,6m
2255.0,1023-329,11.0,1,2m5,waste,250.0,13,19,6m
1305.0,1023-636,1.0,1,1m5,waste,250.0,14,19,6m
1350.0,1023-294,3.0,1,1m5,waste,250.0,15,19,6m
1360.0,1023-360,4.0,1,1m5,waste,250.0,16,19,6m
1305.0,1023-239,2.0,1,1m5,waste,250.0,17,19,6m
1760.0,1023-298,6.0,1,2m0,waste,250.0,18,19,6m
1795.0,1023-230,7.0,1,2m0,waste,250.0,19,19,6m
1820.0,1023-542,8.0,1,2m0,waste,250.0,20,19,6m
1955.0,1023-785,9.0,1,2m0,waste,250.0,21,19,6m
1720.0,1023-590,5.0,1,2m0,waste,250.0,22,19,6m
3130.0,1023-902,17.0,1,new,2m5,,23,19,6m
3750.0,1023-526,26.0,1,new,2m0,,24,19,6m
4320.0,1023-547,32.0,1,new,1m5,,25,19,6m
4130.0,1023-935,31.0,1,new,1m5,,26,19,6m
3910.0,1023-381,30.0,1,new,2m0,,27,19,6m
3910.0,1023-381,29.0,1,new,2m0,,28,19,6m
3910.0,1023-381,28.0,1,new,2m0,,29,19,6m
3855.0,1023-798,27.0,1,new,2m0,,30,19,6m
3735.0,1023-836,25.0,1,new,2m0,,31,19,6m
3155.0,1023-232,18.0,1,new,2m5,,32,19,6m
3530.0,1023-410,24.0,1,new,2m0,,33,19,6m
3365.0,1023-959,23.0,1,new,2m5,,34,19,6m
3340.0,1023-774,22.0,1,new,2m5,,35,19,6m
3195.0,1023-910,21.0,1,new,2m5,,36,19,6m
3165.0,1023-616,20.0,1,new,2m5,,37,19,6m
3155.0,1023-232,19.0,1,new,2m5,,38,19,6m
4480.0,1023-255,33.0,1,new,1m5,,39,19,6m
5050.0,1023-555,34.0,1,new,waste,950.0,1,19,SS
5225.0,1023-461,35.0,1,new,waste,775.0,2,19,SS
5400.0,1023-545,36.0,1,new,waste,600.0,3,19,SS
5500.0,1023-385,37.0,1,new,waste,500.0,4,19,SS
5570.0,1023-679,38.0,1,new,waste,430.0,5,19,SS
1095.0,1023-531,0.0,1,1m25,waste,125.0,6,19,SS
3195.0,1023-910,21.0,1,3m25,waste,125.0,7,19,SS
3165.0,1023-616,20.0,1,3m25,waste,125.0,8,19,SS
2830.0,1023-466,16.0,1,3m0,waste,125.0,9,19,SS
2470.0,1023-635,13.0,1,2m5,waste,125.0,10,19,SS
1305.0,1023-636,1.0,1,1m5,waste,125.0,11,19,SS
1305.0,1023-239,2.0,1,1m5,waste,125.0,12,19,SS
1350.0,1023-294,3.0,1,1m5,waste,125.0,13,19,SS
1720.0,1023-590,5.0,1,1m75,waste,125.0,14,19,SS
1360.0,1023-360,4.0,1,1m5,waste,125.0,15,19,SS
1795.0,1023-230,7.0,1,2m0,waste,125.0,16,19,SS
1820.0,1023-542,8.0,1,2m0,waste,125.0,17,19,SS
1955.0,1023-785,9.0,1,2m0,waste,125.0,18,19,SS
1980.0,1023-266,10.0,1,2m0,waste,125.0,19,19,SS
2255.0,1023-329,11.0,2,new,,,20,19,SS
3735.0,1023-836,25.0,2,,waste,10.0,20,19,SS
1760.0,1023-298,6.0,2,new,,,21,19,SS
2740.0,1023-227,15.0,2,,1m5,,21,19,SS
3910.0,1023-381,29.0,1,new,2m0,,22,19,SS
4480.0,1023-255,33.0,1,new,1m5,,23,19,SS
4320.0,1023-547,32.0,1,new,1m5,,24,19,SS
4130.0,1023-935,31.0,1,new,1m75,,25,19,SS
3910.0,1023-381,30.0,1,new,2m0,,26,19,SS
2470.0,1023-635,12.0,1,new,3m5,,27,19,SS
2725.0,1023-212,14.0,1,new,3m25,,28,19,SS
3855.0,1023-798,27.0,1,new,2m0,,29,19,SS
3750.0,1023-526,26.0,1,new,2m25,,30,19,SS
3530.0,1023-410,24.0,1,new,2m25,,31,19,SS
3365.0,1023-959,23.0,1,new,2m5,,32,19,SS
3340.0,1023-774,22.0,1,new,2m5,,33,19,SS
3155.0,1023-232,19.0,1,new,2m75,,34,19,SS
3155.0,1023-232,18.0,1,new,2m75,,35,19,SS
3130.0,1023-902,17.0,1,new,2m75,,36,19,SS
3910.0,1023-381,28.0,1,new,2m0,,37,19,SS
1125.0,1023-456,0.0,1,1m5,waste,250.0,1,20,8m
3420.0,1023-776,19.0,1,3m5,waste,250.0,2,20,8m
3265.0,1023-585,18.0,1,3m5,waste,250.0,3,20,8m
2880.0,1023-814,15.0,1,3m0,waste,250.0,4,20,8m
2490.0,1023-800,10.0,1,2m5,waste,250.0,5,20,8m
1945.0,1023-812,8.0,1,2m0,waste,250.0,6,20,8m
2295.0,1023-417,9.0,1,2m5,waste,250.0,7,20,8m
1145.0,1023-943,1.0,2,2m5,,,8,20,8m
1320.0,1023-457,3.0,2,,waste,250.0,8,20,8m
1570.0,1023-662,4.0,3,new,,,9,20,8m
2875.0,1023-519,14.0,3,,,,9,20,8m
3550.0,1023-506,20.0,3,,waste,5.0,9,20,8m
3605.0,1023-313,21.0,2,new,,,10,20,8m
4385.0,1023-444,24.0,2,,waste,10.0,10,20,8m
1255.0,1023-724,2.0,3,new,,,11,20,8m
1730.0,1023-452,5.0,3,,,,11,20,8m
5005.0,1023-375,29.0,3,,waste,10.0,11,20,8m
1770.0,1023-811,6.0,3,new,,,12,20,8m
1855.0,1023-725,7.0,3,,,,12,20,8m
4315.0,1023-631,23.0,3,,waste,60.0,12,20,8m
2545.0,1023-255,11.0,2,new,,,13,20,8m
5375.0,1023-651,38.0,2,,waste,80.0,13,20,8m
3055.0,1023-924,17.0,2,new,,,14,20,8m
4850.0,1023-961,28.0,2,,waste,95.0,14,20,8m
2840.0,1023-586,13.0,2,new,,,15,20,8m
5060.0,1023-668,31.0,2,,waste,100.0,15,20,8m
2715.0,1023-293,12.0,2,new,,,16,20,8m
3015.0,1023-714,16.0,2,,2m0,,16,20,8m
4670.0,1023-492,25.0,1,new,3m0,,17,20,8m
4715.0,1023-952,26.0,1,new,3m0,,18,20,8m
4820.0,1023-893,27.0,1,new,3m0,,19,20,8m
5050.0,1023-370,30.0,1,new,2m5,,20,20,8m
5315.0,1023-782,32.0,1,new,2m5,,21,20,8m
5315.0,1023-782,33.0,1,new,2m5,,22,20,8m
5315.0,1023-782,34.0,1,new,2m5,,23,20,8m
5315.0,1023-782,35.0,1,new,2m5,,24,20,8m
5315.0,1023-782,36.0,1,new,2m5,,25,20,8m
5315.0,1023-782,37.0,1,new,2m5,,26,20,8m
5665.0,1023-285,39.0,1,new,2m0,,27,20,8m
3715.0,1023-501,22.0,1,new,split,,28,20,8m
3500.0,,,1,split,waste,785.0,28,20,8m
1125.0,1023-456,0.0,1,1m5,waste,250.0,1,20,7m
3420.0,1023-776,19.0,1,3m5,waste,250.0,2,20,7m
3265.0,1023-585,18.0,1,3m5,waste,250.0,3,20,7m
2880.0,1023-814,15.0,1,3m0,waste,250.0,4,20,7m
2875.0,1023-519,14.0,1,3m0,waste,250.0,5,20,7m
2840.0,1023-586,13.0,1,3m0,waste,250.0,6,20,7m
2715.0,1023-293,12.0,1,3m0,waste,250.0,7,20,7m
2545.0,1023-255,11.0,1,3m0,waste,250.0,8,20,7m
2490.0,1023-800,10.0,1,2m5,waste,250.0,9,20,7m
1320.0,1023-457,3.0,1,1m5,waste,250.0,10,20,7m
1255.0,1023-724,2.0,1,1m5,waste,250.0,11,20,7m
1145.0,1023-943,1.0,1,1m5,waste,250.0,12,20,7m
2295.0,1023-417,9.0,1,2m5,waste,250.0,13,20,7m
1945.0,1023-812,8.0,2,new,,,14,20,7m
5050.0,1023-370,30.0,2,,waste,5.0,14,20,7m
1570.0,1023-662,4.0,3,new,,,15,20,7m
1855.0,1023-725,7.0,3,,,,15,20,7m
3550.0,1023-506,20.0,3,,waste,25.0,15,20,7m
1770.0,1023-811,6.0,2,new,,,16,20,7m
5060.0,1023-668,31.0,2,,waste,170.0,16,20,7m
1730.0,1023-452,5.0,2,new,,,17,20,7m
5005.0,1023-375,29.0,2,,waste,265.0,17,20,7m
3015.0,1023-714,16.0,1,new,3m5,,18,20,7m
3055.0,1023-924,17.0,1,new,3m5,,19,20,7m
5375.0,1023-651,38.0,1,new,1m5,,20,20,7m
5315.0,1023-782,37.0,1,new,1m5,,21,20,7m
5315.0,1023-782,36.0,1,new,1m5,,22,20,7m
5315.0,1023-782,35.0,1,new,1m5,,23,20,7m
5315.0,1023-782,34.0,1,new,1m5,,24,20,7m
5315.0,1023-782,33.0,1,new,1m5,,25,20,7m
4850.0,1023-961,28.0,1,new,2m0,,26,20,7m
4820.0,1023-893,27.0,1,new,2m0,,27,20,7m
4715.0,1023-952,26.0,1,new,2m0,,28,20,7m
4670.0,1023-492,25.0,1,new,2m0,,29,20,7m
4385.0,1023-444,24.0,1,new,2m5,,30,20,7m
4315.0,1023-631,23.0,1,new,2m5,,31,20,7m
3715.0,1023-501,22.0,1,new,3m0,,32,20,7m
3605.0,1023-313,21.0,1,new,3m0,,33,20,7m
5315.0,1023-782,32.0,1,new,waste,1685.0,34,20,7m
5665.0,1023-285,39.0,1,new,waste,1335.0,35,20,7m
5005.0,1023-375,29.0,1,new,waste,995.0,1,20,6m
5050.0,1023-370,30.0,1,new,waste,950.0,2,20,6m
5060.0,1023-668,31.0,1,new,waste,940.0,3,20,6m
5315.0,1023-782,32.0,1,new,waste,685.0,4,20,6m
5315.0,1023-782,33.0,1,new,waste,685.0,5,20,6m
5315.0,1023-782,34.0,1,new,waste,685.0,6,20,6m
5315.0,1023-782,35.0,1,new,waste,685.0,7,20,6m
5315.0,1023-782,36.0,1,new,waste,685.0,8,20,6m
5315.0,1023-782,37.0,1,new,waste,685.0,9,20,6m
5375.0,1023-651,38.0,1,new,waste,625.0,10,20,6m
5665.0,1023-285,39.0,1,new,waste,335.0,11,20,6m
1125.0,1023-456,0.0,1,1m5,waste,250.0,12,20,6m
2490.0,1023-800,10.0,1,2m5,waste,250.0,13,20,6m
1945.0,1023-812,8.0,1,2m0,waste,250.0,14,20,6m
1855.0,1023-725,7.0,1,2m0,waste,250.0,15,20,6m
1770.0,1023-811,6.0,1,2m0,waste,250.0,16,20,6m
1730.0,1023-452,5.0,1,2m0,waste,250.0,17,20,6m
1570.0,1023-662,4.0,1,2m0,waste,250.0,18,20,6m
1320.0,1023-457,3.0,1,1m5,waste,250.0,19,20,6m
1255.0,1023-724,2.0,1,1m5,waste,250.0,20,20,6m
1145.0,1023-943,1.0,1,1m5,waste,250.0,21,20,6m
2295.0,1023-417,9.0,1,2m5,waste,250.0,22,20,6m
2715.0,1023-293,12.0,2,new,,,23,20,6m
3265.0,1023-585,18.0,2,,waste,20.0,23,20,6m
2545.0,1023-255,11.0,2,new,,,24,20,6m
3420.0,1023-776,19.0,2,,waste,35.0,24,20,6m
2880.0,1023-814,15.0,2,new,,,25,20,6m
3055.0,1023-924,17.0,2,,waste,65.0,25,20,6m
2840.0,1023-586,13.0,1,new,3m0,,26,20,6m
2875.0,1023-519,14.0,1,new,3m0,,27,20,6m
3015.0,1023-714,16.0,1,new,2m5,,28,20,6m
3550.0,1023-506,20.0,1,new,2m0,,29,20,6m
3605.0,1023-313,21.0,1,new,2m0,,30,20,6m
3715.0,1023-501,22.0,1,new,2m0,,31,20,6m
4315.0,1023-631,23.0,1,new,1m5,,32,20,6m
4385.0,1023-444,24.0,1,new,1m5,,33,20,6m
4670.0,1023-492,25.0,1,new,waste,1330.0,34,20,6m
4715.0,1023-952,26.0,1,new,waste,1285.0,35,20,6m
4820.0,1023-893,27.0,1,new,waste,1180.0,36,20,6m
4850.0,1023-961,28.0,1,new,waste,1150.0,37,20,6m
5005.0,1023-375,29.0,1,new,waste,995.0,1,20,SS
5050.0,1023-370,30.0,1,new,waste,950.0,2,20,SS
5060.0,1023-668,31.0,1,new,waste,940.0,3,20,SS
5315.0,1023-782,32.0,1,new,waste,685.0,4,20,SS
5315.0,1023-782,33.0,1,new,waste,685.0,5,20,SS
5315.0,1023-782,34.0,1,new,waste,685.0,6,20,SS
5315.0,1023-782,35.0,1,new,waste,685.0,7,20,SS
5315.0,1023-782,36.0,1,new,waste,685.0,8,20,SS
5315.0,1023-782,37.0,1,new,waste,685.0,9,20,SS
5375.0,1023-651,38.0,1,new,waste,625.0,10,20,SS
5665.0,1023-285,39.0,1,new,waste,335.0,11,20,SS
1125.0,1023-456,0.0,1,1m25,waste,125.0,12,20,SS
3420.0,1023-776,19.0,1,3m5,waste,125.0,13,20,SS
3055.0,1023-924,17.0,1,3m25,waste,125.0,14,20,SS
2880.0,1023-814,15.0,1,3m0,waste,125.0,15,20,SS
2875.0,1023-519,14.0,1,3m0,waste,125.0,16,20,SS
2840.0,1023-586,13.0,1,3m0,waste,125.0,17,20,SS
2715.0,1023-293,12.0,1,2m75,waste,125.0,18,20,SS
2490.0,1023-800,10.0,1,2m5,waste,125.0,19,20,SS
2295.0,1023-417,9.0,1,2m5,waste,125.0,20,20,SS
1945.0,1023-812,8.0,1,2m0,waste,125.0,21,20,SS
1855.0,1023-725,7.0,1,2m0,waste,125.0,22,20,SS
1770.0,1023-811,6.0,1,2m0,waste,125.0,23,20,SS
1730.0,1023-452,5.0,1,1m75,waste,125.0,24,20,SS
1570.0,1023-662,4.0,1,1m75,waste,125.0,25,20,SS
1320.0,1023-457,3.0,1,1m5,waste,125.0,26,20,SS
1255.0,1023-724,2.0,1,1m5,waste,125.0,27,20,SS
1145.0,1023-943,1.0,1,1m25,waste,125.0,28,20,SS
2545.0,1023-255,11.0,1,2m75,waste,125.0,29,20,SS
3015.0,1023-714,16.0,1,new,2m75,,30,20,SS
3265.0,1023-585,18.0,1,new,2m5,,31,20,SS
3550.0,1023-506,20.0,1,new,2m25,,32,20,SS
3605.0,1023-313,21.0,1,new,2m25,,33,20,SS
3715.0,1023-501,22.0,1,new,2m25,,34,20,SS
4315.0,1023-631,23.0,1,new,1m5,,35,20,SS
4385.0,1023-444,24.0,1,new,1m5,,36,20,SS
4670.0,1023-492,25.0,1,new,1m25,,37,20,SS
4715.0,1023-952,26.0,1,new,1m25,,38,20,SS
4820.0,1023-893,27.0,1,new,waste,1180.0,39,20,SS
4850.0,1023-961,28.0,1,new,waste,1150.0,40,20,SS
955.0,1023-807,0.0,1,1m0,waste,250.0,1,21,8m
3495.0,1023-328,15.0,1,3m5,waste,250.0,2,21,8m
2685.0,1023-881,12.0,1,3m0,waste,250.0,3,21,8m
2625.0,1023-632,11.0,1,3m0,waste,250.0,4,21,8m
2410.0,1023-325,10.0,1,2m5,waste,250.0,5,21,8m
2335.0,1023-336,9.0,1,2m5,waste,250.0,6,21,8m
2270.0,1023-870,8.0,1,2m5,waste,250.0,7,21,8m
1885.0,1023-937,6.0,1,2m0,waste,250.0,8,21,8m
1855.0,1023-295,5.0,1,2m0,waste,250.0,9,21,8m
2015.0,1023-801,7.0,1,2m5,waste,250.0,10,21,8m
1350.0,1023-397,2.0,2,3m0,,,11,21,8m
1530.0,1023-650,3.0,2,,waste,250.0,11,21,8m
3400.0,1023-299,14.0,2,new,,,12,21,8m
4565.0,1023-971,26.0,2,,waste,35.0,12,21,8m
3805.0,1023-578,22.0,2,new,,,13,21,8m
4150.0,1023-865,24.0,2,,waste,45.0,13,21,8m
3125.0,1023-353,13.0,2,new,,,14,21,8m
4825.0,1023-227,29.0,2,,waste,50.0,14,21,8m
1190.0,1023-715,1.0,3,new,,,15,21,8m
1765.0,1023-827,4.0,3,,,,15,21,8m
4970.0,1023-755,31.0,3,,waste,75.0,15,21,8m
3740.0,1023-417,20.0,2,new,,,16,21,8m
3805.0,1023-578,23.0,2,,waste,455.0,16,21,8m
3730.0,1023-316,19.0,2,new,,,17,21,8m
3740.0,1023-417,21.0,2,,waste,530.0,17,21,8m
3555.0,1023-661,17.0,2,new,,,18,21,8m
3560.0,1023-903,18.0,2,,waste,885.0,18,21,8m
4525.0,1023-983,25.0,1,new,3m0,,19,21,8m
